# Time	TAir	RelHum	WindX	WindY	IDirNorm	IDiffHor
4692.5	19.0	39.5	0.0	-0.7	242.8	420.1
4693.5	19.7	41.2	-0.3	-0.1	315.9	384.6
4694.5	20.0	40.8	-1.8	-1.3	288.9	337.2
4695.5	20.0	41.2	0.5	-1.7	277.8	286.8
4696.5	19.9	42.3	-0.3	-0.7	524.1	150.7
4697.5	19.3	46.4	0.3	-0.6	463.0	110.7
4698.5	18.1	53.2	-0.4	-0.6	72.2	71.1
4699.5	16.8	59.1	0.2	-0.8	0.0	9.0
4700.5	16.0	69.8	0.3	-1.1	0.0	0.0
4701.5	15.1	70.3	-0.8	-0.2	0.0	0.0
4702.5	14.2	77.8	0.1	-0.7	0.0	0.0
4703.5	13.3	81.7	0.0	-1.5	0.0	0.0
4704.5	13.1	80.1	-0.8	-2.5	0.0	0.0
4705.5	12.9	85.9	0.5	-0.8	0.0	0.0
4706.5	12.7	86.1	1.2	-1.6	0.0	0.0
4707.5	12.6	89.8	0.1	-0.3	0.0	0.0
4708.5	12.7	86.7	0.0	-1.2	0.0	3.4
4709.5	13.4	93.2	-1.8	-2.3	18.1	58.5
4710.5	14.5	81.1	3.9	-1.5	18.3	135.6
4711.5	15.7	75.5	1.7	-2.0	41.0	217.2
4712.5	16.9	70.1	3.3	-1.0	47.4	292.9
4713.5	18.1	59.7	2.0	-1.7	45.1	356.3
4714.5	19.1	56.9	2.4	-1.0	63.7	388.8
4715.5	19.9	55.6	3.2	-7.1	38.2	421.7
4716.5	20.6	50.9	2.1	-2.4	75.8	412.0
4717.5	20.6	64.0	1.6	-3.5	34.1	391.7
4718.5	21.1	49.5	3.2	-1.4	43.6	344.5
4719.5	21.1	50.2	0.4	-0.3	33.0	284.7
4720.5	20.8	48.2	0.8	-1.6	32.4	219.5
4721.5	20.2	49.8	0.3	-1.5	23.0	144.4
4722.5	19.4	53.4	0.8	-0.5	0.0	57.8
4723.5	18.5	59.4	0.6	-0.5	0.0	2.4
4724.5	17.7	77.3	0.6	0.2	0.0	0.0
4725.5	17.2	84.2	0.1	-0.1	0.0	0.0
4726.5	16.5	84.2	0.2	0.0	0.0	0.0
4727.5	15.9	84.2	0.0	-0.4	0.0	0.0
4728.5	15.6	86.4	-0.9	-0.6	0.0	0.0
4729.5	15.2	87.8	0.6	-0.2	0.0	0.0
4730.5	15.0	85.5	0.2	0.1	0.0	0.0
4731.5	14.9	84.2	0.2	0.0	0.0	0.0
4732.5	15.0	84.2	0.1	0.1	0.0	4.8
4733.5	16.3	80.0	0.0	0.0	154.8	77.8
4734.5	16.5	65.7	0.0	0.0	0.0	81.2
4735.5	17.3	78.5	0.0	0.0	18.6	188.8
4736.5	18.5	58.9	0.4	1.1	84.4	278.1
4737.5	21.1	43.3	0.8	0.1	725.4	213.7
4738.5	23.7	37.9	0.9	-0.4	813.0	294.2
4739.5	24.3	40.2	0.7	0.2	239.2	335.5
4740.5	23.3	42.7	1.2	-1.4	3.2	152.3
4741.5	23.2	43.8	1.0	-1.1	31.7	309.9
4742.5	23.7	42.3	-2.4	-2.1	175.5	345.4
4743.5	23.5	46.0	-1.4	-1.4	47.7	254.2
4744.5	22.4	49.5	0.3	-1.1	0.0	40.4
4745.5	21.4	65.7	0.7	-1.0	0.0	25.8
4746.5	20.7	79.9	0.0	0.0	0.0	11.9
4747.5	19.9	79.9	0.0	0.0	0.0	2.1
4748.5	19.4	80.0	-0.2	-0.2	0.0	0.0
4749.5	18.8	80.0	-0.1	-0.1	0.0	0.0
4750.5	18.3	80.0	-0.1	0.0	0.0	0.0
4751.5	17.8	80.0	-0.2	-0.2	0.0	0.0
4752.5	17.2	80.0	-0.3	-0.1	0.0	0.0
4753.5	16.6	80.4	-0.6	0.3	0.0	0.0
4754.5	16.2	82.7	-2.8	0.6	0.0	0.0
4755.5	16.0	82.1	-3.1	0.9	0.0	0.0
4756.5	16.0	76.5	-4.1	0.7	0.0	3.9
4757.5	17.4	78.7	-4.4	-2.3	162.4	77.0
4758.5	19.0	74.3	-1.8	-1.0	360.8	106.0
4759.5	20.8	69.1	-1.4	-0.4	403.4	167.7
4760.5	22.8	61.3	-1.2	0.3	509.3	199.6
4761.5	24.7	52.0	-1.8	-0.9	551.7	238.2
4762.5	26.4	47.5	-2.5	-0.7	527.0	278.5
4763.5	27.7	44.8	-2.8	-0.9	492.4	315.7
4764.5	28.7	43.7	-3.2	-3.9	481.1	321.3
4765.5	29.3	42.4	1.1	-6.0	449.7	323.8
4766.5	29.7	41.8	-0.6	-4.5	552.6	243.9
4767.5	29.8	40.1	2.2	-1.3	545.2	197.7
4768.5	29.4	42.0	2.6	0.2	534.6	142.0
4769.5	28.5	45.5	2.8	1.5	560.8	81.5
4770.5	27.3	50.1	3.5	-1.3	285.6	80.6
4771.5	25.8	55.1	0.2	-0.2	0.0	12.5
4772.5	24.8	66.0	-0.4	-1.3	0.0	0.0
4773.5	23.8	70.5	1.6	-1.5	0.0	0.0
4774.5	22.8	74.3	0.1	-0.8	0.0	0.0
4775.5	21.8	76.1	0.3	0.1	0.0	0.0
4776.5	21.4	76.4	0.1	-0.2	0.0	0.0
4777.5	20.9	77.3	0.1	-0.1	0.0	0.0
4778.5	20.7	78.5	0.3	-0.1	0.0	0.0
4779.5	20.6	79.2	0.1	-0.2	0.0	0.0
4780.5	20.6	85.7	0.1	-0.2	0.0	1.2
4781.5	21.1	96.2	0.0	-0.1	0.0	42.9
4782.5	21.1	96.9	-0.2	-0.1	0.0	95.6
4783.5	22.4	90.4	0.0	-0.2	1.7	154.4
4784.5	22.9	87.0	0.8	-0.8	5.7	200.5
4785.5	22.3	88.2	1.0	-2.0	8.6	243.4
4786.5	24.4	79.9	-2.5	-1.5	11.3	266.0
4787.5	24.9	79.9	-1.3	-1.7	2.5	267.9
4788.5	25.1	84.1	0.6	-1.3	12.0	281.8
4789.5	25.7	79.8	-0.1	-0.5	12.0	275.1
4790.5	25.8	79.8	-0.4	-0.5	11.1	251.0
4791.5	25.8	79.8	-0.2	-0.3	5.6	203.3
4792.5	25.7	79.8	-0.5	-0.6	0.9	155.5
4793.5	25.3	66.1	-0.6	-0.9	0.0	89.0
4794.5	24.8	79.9	0.4	-0.7	0.0	42.8
4795.5	24.2	79.9	-1.0	-1.2	0.0	2.0
4796.5	23.1	79.9	-1.1	-2.4	0.0	0.0
4797.5	21.6	84.1	-3.0	-1.8	0.0	0.0
4798.5	20.9	79.9	-1.2	-4.8	0.0	0.0
4799.5	19.8	84.2	-0.3	-1.8	0.0	0.0
4800.5	18.5	90.2	0.1	-1.5	0.0	0.0
4801.5	17.0	95.4	-1.2	-0.3	0.0	0.0
4802.5	16.2	97.7	0.2	-0.7	0.0	0.0
4803.5	15.6	97.7	-1.3	-0.7	0.0	0.0
4804.5	15.6	97.7	-2.6	-1.3	0.0	1.6
4805.5	16.1	97.0	-1.2	-0.9	2.8	56.0
4806.5	16.9	84.3	0.4	-1.0	24.9	135.4
4807.5	17.8	81.8	1.0	-0.7	25.4	207.1
4808.5	18.7	65.5	1.1	0.1	38.7	289.4
4809.5	19.3	57.4	2.0	2.1	22.9	321.2
4810.5	20.0	57.3	1.1	0.3	35.0	364.7
4811.5	20.4	54.8	1.7	-1.1	24.1	379.5
4812.5	20.9	53.9	2.6	-0.5	34.8	412.9
4813.5	21.2	53.1	-0.7	-3.4	50.0	394.8
4814.5	21.3	54.7	1.4	-1.9	37.9	352.3
4815.5	21.2	69.0	0.8	-0.8	30.4	278.0
4816.5	20.8	79.9	0.0	-0.4	22.1	212.9
4817.5	19.6	84.2	0.5	0.0	4.8	122.9
4818.5	19.5	80.0	0.9	1.1	0.0	49.0
4819.5	18.6	84.2	1.9	0.5	0.0	1.9
4820.5	18.8	84.2	1.1	1.4	0.0	0.0
4821.5	18.7	84.2	0.5	0.4	0.0	0.0
4822.5	18.6	84.2	0.9	-0.6	0.0	0.0
4823.5	18.6	84.2	0.6	0.0	0.0	0.0
4824.5	19.3	84.2	0.7	-0.7	0.0	0.0
4825.5	20.0	84.2	0.4	-0.9	0.0	0.0
4826.5	20.4	84.2	0.2	-0.3	0.0	0.0
4827.5	20.6	84.2	0.3	-0.5	0.0	0.0
4828.5	20.7	84.2	0.0	-0.1	0.0	1.1
4829.5	21.8	84.1	0.0	-0.2	45.9	59.9
4830.5	23.1	63.9	-0.3	-0.3	68.5	135.8
4831.5	24.7	59.9	0.2	-0.2	86.4	227.4
4832.5	26.3	53.8	0.8	-0.5	126.1	291.8
4833.5	28.1	45.9	1.3	0.4	161.6	365.2
4834.5	29.6	39.8	1.1	-0.2	159.6	416.5
4835.5	30.9	37.2	0.9	-0.8	173.8	428.1
4836.5	31.8	35.9	0.6	0.1	137.2	429.2
4837.5	32.4	34.1	0.4	-0.2	149.2	405.5
4838.5	32.7	32.0	0.2	0.1	122.6	355.2
4839.5	32.7	30.4	0.3	0.0	82.3	304.6
4840.5	32.3	31.0	0.5	0.2	74.0	236.3
4841.5	31.6	31.0	0.0	0.1	64.7	149.5
4842.5	30.7	33.2	0.1	0.2	47.6	65.6
4843.5	29.6	36.3	0.1	0.1	0.0	1.9
4844.5	28.3	42.3	0.2	0.2	0.0	0.0
4845.5	27.0	46.2	0.6	0.3	0.0	0.0
4846.5	25.7	51.3	0.3	-0.3	0.0	0.0
4847.5	24.3	53.9	0.2	0.0	0.0	0.0
4848.5	22.9	60.8	0.0	-0.1	0.0	0.0
4849.5	21.3	67.2	0.0	-0.1	0.0	0.0
4850.5	20.4	69.2	0.2	-0.1	0.0	0.0
4851.5	19.8	69.5	0.7	-0.3	0.0	0.0
4852.5	19.7	73.9	1.9	-0.7	0.0	1.8
4853.5	20.8	73.6	0.7	0.0	205.4	56.2
4854.5	22.3	66.9	1.1	0.2	303.3	116.1
4855.5	24.0	60.3	-0.9	-4.9	359.2	173.5
4856.5	25.8	54.9	-2.9	-3.5	442.0	224.3
4857.5	27.6	48.0	2.1	-3.3	461.1	270.1
4858.5	28.9	46.6	-0.7	-1.7	315.3	374.2
4859.5	29.9	43.3	-2.5	-2.5	311.9	401.6
4860.5	31.1	41.6	-0.6	-3.1	527.8	318.5
4861.5	31.8	41.1	3.0	-6.2	484.3	306.0
4862.5	32.3	38.7	-3.5	-5.0	615.8	223.4
4863.5	32.4	36.3	10.4	-9.2	618.8	164.9
4864.5	31.9	38.2	2.7	-7.3	454.3	166.7
4865.5	30.9	39.9	7.7	1.2	377.9	112.0
4866.5	29.6	41.9	-0.6	-7.8	254.5	73.5
4867.5	28.1	43.6	3.3	-2.0	0.0	5.6
4868.5	26.2	54.5	1.6	-1.5	0.0	0.0
4869.5	24.3	64.3	5.0	-2.4	0.0	0.0
4870.5	22.3	70.7	3.1	2.4	0.0	0.0
4871.5	20.4	82.3	-1.0	7.7	0.0	0.0
4872.5	19.3	89.0	8.4	3.6	0.0	0.0
4873.5	18.2	94.9	0.5	-4.5	0.0	0.0
4874.5	17.6	100.0	2.0	-4.0	0.0	0.0
4875.5	17.2	100.0	-0.4	-5.0	0.0	0.0
4876.5	17.2	98.2	1.5	-1.0	0.0	2.6
4877.5	18.5	97.5	0.6	-1.4	384.0	42.0
4878.5	20.3	86.4	0.6	-0.3	548.4	73.7
4879.5	22.4	75.1	0.2	-0.1	646.2	99.8
4880.5	24.4	65.3	1.2	-0.8	681.6	136.5
4881.5	26.3	54.0	1.5	0.2	669.8	187.3
4882.5	28.0	51.2	4.0	1.2	641.1	239.3
4883.5	29.4	44.2	2.7	-1.6	619.5	273.0
4884.5	30.5	41.3	4.4	-0.7	646.9	259.4
4885.5	31.3	37.8	3.3	-1.1	629.9	249.6
4886.5	31.7	36.5	3.4	0.9	670.4	193.4
4887.5	31.7	34.7	1.3	0.4	718.2	129.7
4888.5	31.3	35.7	0.7	-0.5	711.9	88.1
4889.5	30.3	38.2	1.2	-1.6	650.8	62.5
4890.5	29.0	41.2	2.1	-0.6	291.1	77.2
4891.5	27.4	44.9	0.9	-0.5	0.0	7.5
4892.5	25.5	56.2	0.2	0.1	0.0	0.0
4893.5	23.6	61.1	-0.6	-0.2	0.0	0.0
4894.5	21.7	69.1	-0.1	-0.3	0.0	0.0
4895.5	19.8	75.2	1.3	-0.7	0.0	0.0
4896.5	18.5	79.4	2.2	-1.4	0.0	0.0
4897.5	17.1	79.3	0.3	-1.0	0.0	0.0
4898.5	16.3	85.1	0.5	-0.5	0.0	0.0
4899.5	15.8	88.7	0.9	-0.5	0.0	0.0
4900.5	15.8	86.5	-0.1	-0.2	0.0	2.2
4901.5	17.0	87.5	0.1	-0.2	298.3	51.1
4902.5	18.7	77.8	-0.1	-0.1	482.0	90.4
4903.5	20.7	67.0	-0.5	-0.6	641.1	100.6
4904.5	22.6	61.5	1.6	-1.2	657.5	144.4
4905.5	24.5	47.4	0.5	-1.7	652.2	194.5
4906.5	26.2	42.8	-1.0	-2.7	672.1	222.4
4907.5	27.6	39.5	-1.2	-4.3	686.7	234.4
4908.5	28.8	39.4	-2.3	-3.2	692.9	232.2
4909.5	29.5	38.9	1.9	-5.8	689.6	217.1
4910.5	29.9	37.6	-1.8	-2.6	696.1	180.6
4911.5	29.9	36.6	-0.5	-1.7	724.6	126.7
4912.5	29.4	37.5	-5.6	-4.0	693.5	92.7
4913.5	28.5	39.2	-1.8	-1.4	607.1	70.3
4914.5	27.1	41.9	-2.3	-1.2	266.1	76.2
4915.5	25.6	44.7	-1.0	-1.1	0.0	6.5
4916.5	23.5	52.7	-0.2	-1.1	0.0	0.0
4917.5	21.4	57.2	0.4	-1.0	0.0	0.0
4918.5	19.2	64.5	0.5	0.0	0.0	0.0
4919.5	17.1	71.2	1.3	-0.6	0.0	0.0
4920.5	15.6	82.0	2.2	-0.8	0.0	0.0
4921.5	14.0	88.2	5.0	0.0	0.0	0.0
4922.5	13.1	89.6	5.3	-3.0	0.0	0.0
4923.5	12.5	96.0	1.8	2.3	0.0	0.0
4924.5	12.5	95.1	1.9	-1.0	0.0	2.3
4925.5	13.8	81.5	1.1	-3.0	461.3	37.3
4926.5	15.6	72.9	2.6	-1.2	688.8	49.8
4927.5	17.7	66.1	-0.5	-4.2	809.5	56.9
4928.5	19.8	55.9	1.4	-1.1	863.1	72.0
4929.5	21.9	46.2	1.5	1.6	888.5	89.7
4930.5	23.7	41.4	0.8	0.2	892.5	108.7
4931.5	25.2	39.2	1.0	0.1	885.2	123.3
4932.5	26.3	36.3	1.4	0.4	891.0	121.5
4933.5	27.1	33.4	2.8	-1.6	883.3	115.0
4934.5	27.5	31.4	0.8	-0.7	872.3	99.1
4935.5	27.4	30.1	0.6	-0.5	844.9	81.9
4936.5	26.9	32.3	0.7	0.2	801.0	63.4
4937.5	25.8	34.4	0.1	0.7	687.2	54.9
4938.5	24.3	36.3	-0.2	1.5	282.9	75.6
4939.5	22.7	42.2	0.0	0.3	0.0	4.5
4940.5	20.6	54.6	0.1	0.3	0.0	0.0
4941.5	18.6	58.9	0.0	0.1	0.0	0.0
4942.5	16.6	67.2	0.0	0.5	0.0	0.0
4943.5	14.6	73.5	-0.1	0.7	0.0	0.0
4944.5	13.3	79.7	0.1	0.2	0.0	0.0
4945.5	11.9	82.8	0.2	0.0	0.0	0.0
4946.5	11.1	82.7	0.5	-0.2	0.0	0.0
4947.5	10.5	85.1	2.3	0.0	0.0	0.0
4948.5	10.3	85.2	0.4	0.2	0.0	1.9
4949.5	11.4	80.5	1.0	-0.2	416.1	38.0
4950.5	12.9	70.1	0.7	-0.3	636.7	57.5
4951.5	14.7	61.3	0.8	-0.2	782.2	62.7
4952.5	16.5	59.8	0.6	1.3	837.0	79.3
4953.5	18.3	50.5	1.4	0.2	862.9	98.7
4954.5	19.8	46.4	0.1	2.0	864.9	120.3
4955.5	21.1	45.0	-0.1	0.6	863.1	133.7
4956.5	22.0	39.9	-0.4	1.8	844.8	144.1
4957.5	22.6	40.4	-1.2	5.5	841.0	134.5
4958.5	22.8	38.8	1.3	2.3	822.7	119.7
4959.5	22.7	39.7	1.6	1.5	786.1	102.3
4960.5	22.1	42.7	0.7	1.6	708.4	89.5
4961.5	21.0	46.6	0.0	-1.0	582.2	72.3
4962.5	19.6	51.3	1.9	-1.3	230.9	74.4
4963.5	18.1	57.0	2.6	-1.8	0.0	3.1
4964.5	16.8	68.3	0.9	-0.8	0.0	0.0
4965.5	15.5	72.7	-0.7	-0.4	0.0	0.0
4966.5	14.2	78.4	-0.2	-0.7	0.0	0.0
4967.5	12.9	82.4	0.0	-0.1	0.0	0.0
4968.5	12.8	80.9	0.4	-0.2	0.0	0.0
4969.5	12.7	77.2	-1.3	-1.5	0.0	0.0
4970.5	12.6	80.8	6.6	-2.0	0.0	0.0
4971.5	12.5	86.9	5.1	-3.3	0.0	0.0
4972.5	12.5	89.1	1.6	-2.1	0.0	1.6
4973.5	13.8	86.1	-0.4	-1.4	355.8	40.6
4974.5	15.6	78.7	0.1	-2.3	499.4	77.1
4975.5	17.7	70.9	-0.5	-1.7	527.8	135.2
4976.5	19.8	64.4	-0.4	-2.3	599.1	164.5
4977.5	21.7	51.6	2.2	-1.4	560.2	233.4
4978.5	23.5	48.6	3.3	-1.1	592.0	248.0
4979.5	25.0	44.8	2.8	-2.1	579.9	279.8
4980.5	26.1	43.0	5.1	-2.4	567.7	286.8
4981.5	26.9	41.3	4.9	1.2	580.3	258.2
4982.5	27.3	40.2	4.0	4.6	561.0	241.3
4983.5	27.4	39.3	5.8	-1.9	585.9	177.5
4984.5	26.9	39.5	1.7	-1.1	514.1	148.3
4985.5	25.9	41.6	-0.8	-1.6	510.4	83.8
4986.5	24.5	44.3	-3.6	-1.5	149.2	77.4
4987.5	23.0	50.5	2.4	-5.6	0.0	2.3
4988.5	22.1	60.7	0.6	-5.0	0.0	0.0
4989.5	21.2	61.5	2.5	-0.5	0.0	0.0
4990.5	20.3	66.4	0.4	-2.6	0.0	0.0
4991.5	19.3	69.5	-2.0	-2.1	0.0	0.0
4992.5	18.8	70.2	0.4	-1.0	0.0	0.0
4993.5	18.3	74.4	0.1	-0.3	0.0	0.0
4994.5	18.1	75.8	-0.2	-0.2	0.0	0.0
4995.5	18.0	80.0	-0.2	0.0	0.0	0.0
4996.5	18.0	80.3	-0.2	-0.5	0.0	1.2
4997.5	19.0	81.7	-0.2	-0.3	392.3	40.2
4998.5	20.6	79.2	-0.4	-0.2	735.5	61.8
4999.5	22.4	73.7	-0.3	-0.2	890.0	70.9
5000.5	24.3	65.8	-0.5	-0.3	955.0	90.7
5001.5	26.1	55.2	0.3	-1.1	829.5	224.6
5002.5	26.9	51.5	-0.3	-1.0	407.9	342.2
5003.5	26.4	57.8	-0.4	-0.4	25.2	296.5
5004.5	25.1	61.9	-1.0	-0.4	0.0	76.5
5005.5	24.1	66.3	0.2	-2.3	0.0	72.6
5006.5	23.8	65.6	-0.8	-1.2	9.6	221.9
5007.5	23.3	63.9	-2.1	-0.6	0.1	159.8
5008.5	22.7	64.7	0.0	-1.2	0.0	87.0
5009.5	22.2	70.5	-2.3	-1.3	0.0	84.7
5010.5	21.5	79.9	-1.6	0.9	0.0	12.5
5011.5	20.9	81.6	-2.0	0.3	0.0	1.3
5012.5	21.2	86.8	-1.3	0.8	0.0	0.0
5013.5	21.3	84.1	-0.3	0.1	0.0	0.0
5014.5	21.4	79.9	-1.2	0.7	0.0	0.0
5015.5	21.5	85.2	-0.7	0.0	0.0	0.0
5016.5	21.3	83.4	-0.1	0.0	0.0	0.0
5017.5	21.1	84.6	-0.4	0.1	0.0	0.0
5018.5	21.0	83.3	0.0	0.0	0.0	0.0
5019.5	21.0	86.8	-0.1	0.0	0.0	0.0
5020.5	21.0	86.2	-0.3	-0.1	0.0	0.8
5021.5	21.6	91.8	-0.3	-0.4	0.0	40.7
5022.5	22.4	80.8	-0.1	-0.3	3.2	106.2
5023.5	23.4	69.2	-1.4	-0.4	12.5	173.2
5024.5	24.3	64.2	-0.9	-0.8	13.0	224.8
5025.5	25.1	54.7	-0.5	-0.6	14.4	273.5
5026.5	25.9	52.5	-0.5	-0.5	18.8	309.6
5027.5	26.6	54.1	-0.6	-0.3	20.6	358.7
5028.5	27.2	51.7	-0.8	-1.8	21.2	340.3
5029.5	27.5	48.1	1.3	-0.4	18.9	313.9
5030.5	27.5	60.3	0.9	-0.5	12.4	268.7
5031.5	27.5	74.2	0.1	-0.6	9.8	220.1
5032.5	26.5	81.7	0.5	-4.2	6.5	169.0
5033.5	26.7	81.0	0.1	-2.3	0.9	110.6
5034.5	26.4	79.8	-0.7	-0.7	0.0	41.5
5035.5	25.8	79.8	-0.3	-1.5	0.0	1.2
5036.5	24.5	79.9	-0.3	-1.1	0.0	0.0
5037.5	23.3	79.9	0.1	-0.8	0.0	0.0
5038.5	22.0	79.9	0.4	-0.2	0.0	0.0
5039.5	20.7	79.9	2.1	0.8	0.0	0.0
5040.5	19.3	82.0	1.7	-1.1	0.0	0.0
5041.5	17.8	92.1	0.6	-1.4	0.0	0.0
5042.5	16.8	87.9	-0.6	-0.5	0.0	0.0
5043.5	15.9	94.5	0.2	-0.5	0.0	0.0
5044.5	16.4	85.4	0.5	0.5	0.0	0.6
5045.5	16.8	80.0	1.4	0.3	0.0	43.3
5046.5	16.9	80.0	0.6	-0.4	0.0	20.8
5047.5	16.9	80.0	0.4	-0.6	0.0	35.5
5048.5	17.0	80.0	4.7	-1.8	0.0	49.4
5049.5	17.1	80.0	2.1	0.9	0.0	61.1
5050.5	17.8	80.0	0.3	-1.8	10.3	255.5
5051.5	18.4	80.0	1.1	-0.5	3.2	266.8
5052.5	19.1	66.6	0.8	-0.7	16.5	332.4
5053.5	19.7	64.8	0.3	-6.1	47.9	330.1
5054.5	20.9	59.0	-0.2	-3.9	546.4	276.4
5055.5	21.9	55.4	-5.8	-1.8	803.5	196.8
5056.5	22.3	57.8	-4.2	-3.7	650.3	124.6
5057.5	22.2	56.3	-2.0	-1.1	376.5	108.5
5058.5	21.7	58.1	-1.7	-3.3	370.5	43.1
5059.5	21.0	62.6	-0.5	-2.6	0.0	8.6
5060.5	20.8	65.0	0.6	-0.8	0.0	0.0
5061.5	20.5	66.9	0.0	-0.1	0.0	0.0
5062.5	20.3	65.6	0.1	0.0	0.0	0.0
5063.5	20.1	65.5	0.1	-0.2	0.0	0.0
5064.5	20.2	67.4	0.0	0.0	0.0	0.0
5065.5	20.3	68.9	0.3	-0.1	0.0	0.0
5066.5	20.4	72.9	0.0	-0.1	0.0	0.0
5067.5	20.5	69.9	0.0	0.0	0.0	0.0
5068.5	20.5	73.3	-0.1	0.0	0.0	0.5
5069.5	20.7	82.1	-0.7	-0.3	0.0	12.7
5070.5	21.2	84.1	-0.3	-0.1	0.0	78.6
5071.5	22.6	79.9	-0.4	-0.2	13.5	179.1
5072.5	23.6	61.3	-1.1	-0.5	14.3	230.8
5073.5	24.9	53.9	-1.8	-0.4	34.6	333.0
5074.5	25.9	51.4	-3.8	1.0	28.9	356.3
5075.5	26.4	48.6	-6.1	0.7	11.5	292.4
5076.5	26.6	48.3	-5.6	4.0	2.5	267.2
5077.5	26.8	48.1	-4.3	2.5	8.8	261.1
5078.5	26.9	47.5	-6.6	2.1	5.8	214.4
5079.5	26.7	45.7	-3.7	1.4	0.6	163.9
5080.5	26.3	46.9	-1.6	1.6	0.0	110.0
5081.5	25.9	60.3	-2.1	0.7	0.0	66.6
5082.5	25.3	51.3	-2.4	0.9	0.0	20.7
5083.5	24.8	66.1	-9.1	1.3	0.0	1.1
5084.5	23.7	79.9	-2.5	-0.9	0.0	0.0
5085.5	22.5	84.1	-0.7	-1.9	0.0	0.0
5086.5	20.1	88.3	1.7	-4.7	0.0	0.0
5087.5	19.3	80.4	-1.2	-1.3	0.0	0.0
5088.5	17.7	80.8	-1.3	-1.4	0.0	0.0
5089.5	15.9	88.9	-0.9	-1.0	0.0	0.0
5090.5	14.2	93.7	-0.9	-0.4	0.0	0.0
5091.5	13.2	95.1	-0.9	-0.8	0.0	0.0
5092.5	13.0	90.8	-0.1	0.0	0.0	0.6
5093.5	14.1	86.4	-0.6	0.4	363.4	38.0
5094.5	15.7	81.4	-0.2	-0.2	571.5	62.0
5095.5	17.5	81.3	0.2	-0.4	604.2	103.4
5096.5	19.4	81.2	0.1	-0.1	675.2	132.4
5097.5	21.2	60.4	0.1	-1.3	651.5	188.8
5098.5	22.8	47.6	2.2	-3.0	669.0	218.2
5099.5	24.2	43.1	2.1	-4.2	671.2	237.8
5100.5	25.2	41.2	-0.9	-0.8	631.2	261.4
5101.5	25.8	41.8	0.0	-1.0	614.3	238.9
5102.5	26.0	42.6	3.1	0.3	611.0	211.7
5103.5	25.9	43.2	2.9	-2.3	526.0	190.4
5104.5	25.2	45.0	1.2	-2.2	508.2	139.4
5105.5	24.1	47.1	-2.1	-1.4	377.9	99.8
5106.5	22.6	49.6	-0.1	-0.5	266.5	49.7
5107.5	21.1	55.1	-0.3	0.0	0.0	1.2
5108.5	19.1	67.0	-0.6	-1.1	0.0	0.0
5109.5	17.0	72.6	-1.0	-0.7	0.0	0.0
5110.5	15.0	79.8	-1.9	-0.4	0.0	0.0
5111.5	13.0	88.2	-0.3	0.0	0.0	0.0
5112.5	12.1	89.2	-0.2	0.0	0.0	0.0
5113.5	11.0	92.6	-0.2	0.2	0.0	0.0
5114.5	10.5	94.0	-1.2	0.9	0.0	0.0
5115.5	10.0	96.5	-2.1	1.4	0.0	0.0
5116.5	10.0	93.9	-1.1	-0.4	0.0	0.6
5117.5	11.2	89.2	-1.5	-0.3	402.3	34.6
5118.5	13.2	83.9	-0.2	0.2	650.3	50.2
5119.5	15.5	76.1	-0.9	0.1	789.6	58.0
5120.5	17.9	60.4	-2.2	0.3	853.7	71.5
5121.5	20.3	52.8	-1.5	-0.1	880.7	89.4
5122.5	22.3	47.4	-4.0	-1.1	884.6	108.8
5123.5	24.1	45.5	-5.0	-0.8	888.6	118.9
5124.5	25.4	40.1	5.5	-4.0	898.3	115.4
5125.5	26.4	39.7	4.2	-9.0	898.8	105.5
5126.5	26.8	37.8	-5.7	-6.2	888.1	90.3
5127.5	26.8	37.0	-11.3	-3.0	867.4	71.8
5128.5	26.2	38.8	-3.4	-6.7	823.6	55.1
5129.5	25.0	42.8	-3.9	-0.2	705.3	48.4
5130.5	23.3	48.2	-2.7	0.5	470.8	37.0
5131.5	21.5	55.0	-1.2	-0.2	0.0	2.2
5132.5	19.8	70.3	-0.2	-0.3	0.0	0.0
5133.5	18.1	77.0	-0.9	-0.5	0.0	0.0
5134.5	16.3	83.0	-0.5	-0.5	0.0	0.0
5135.5	14.6	88.6	-0.7	-0.7	0.0	0.0
5136.5	13.6	90.6	-2.5	-1.9	0.0	0.0
5137.5	12.5	92.1	-2.5	-0.4	0.0	0.0
5138.5	12.0	99.3	-3.0	3.6	0.0	0.0
5139.5	11.6	100.0	-1.0	0.6	0.0	0.0
5140.5	11.5	100.0	-0.2	0.2	0.0	0.3
5141.5	12.3	100.0	-0.3	0.2	90.5	43.3
5142.5	13.4	98.2	-0.1	0.0	53.6	118.4
5143.5	14.7	92.9	0.0	0.0	69.7	206.1
5144.5	16.2	82.7	0.0	0.0	104.0	274.9
5145.5	17.2	72.5	-0.2	0.0	35.8	331.7
5146.5	18.4	65.0	-0.5	0.1	105.9	376.6
5147.5	19.6	62.7	-0.7	0.0	129.0	412.7
5148.5	20.5	56.9	-0.6	-0.2	144.0	416.2
5149.5	21.2	51.6	-0.3	-0.3	173.3	391.5
5150.5	21.6	49.2	-1.0	-0.2	179.7	359.1
5151.5	21.9	46.9	-0.9	-0.1	284.4	266.1
5152.5	21.8	47.1	-0.6	-0.6	307.7	193.3
5153.5	21.4	46.2	-2.8	0.4	589.3	85.8
5154.5	20.6	50.9	-3.4	0.2	532.0	43.7
