# Time	TAir	RelHum	WindX	WindY	IDirNorm	IDiffHor
2069.5	8.0	98.0	-5.9	-2.3	0.0	0.1
2070.5	8.4	97.8	-1.6	-1.6	0.0	19.3
2071.5	8.5	93.3	-0.5	-2.2	0.0	18.6
2072.5	9.2	88.4	-0.7	-0.7	0.0	79.4
2073.5	9.3	89.9	1.5	-0.8	0.0	44.0
2074.5	9.8	81.7	-0.6	-0.5	0.0	105.6
2075.5	11.3	73.1	-1.8	0.6	25.0	287.4
2076.5	12.6	68.6	-4.2	0.4	29.0	318.4
2077.5	13.2	66.6	-2.0	0.5	17.4	225.8
2078.5	14.3	60.7	-1.5	-1.4	270.0	250.0
2079.5	15.3	58.0	-1.8	-0.7	607.5	132.4
2080.5	15.6	57.0	1.0	-1.6	714.0	66.7
2081.5	15.2	61.0	1.1	-1.8	531.7	33.5
2082.5	14.4	65.4	4.2	0.2	0.0	3.9
2083.5	13.2	66.0	6.2	2.8	0.0	0.0
2084.5	12.0	70.6	1.5	1.8	0.0	0.0
2085.5	10.8	73.4	1.8	-1.1	0.0	0.0
2086.5	9.6	74.8	1.6	2.0	0.0	0.0
2087.5	8.4	81.4	-0.7	1.3	0.0	0.0
2088.5	7.1	86.6	1.3	1.9	0.0	0.0
2089.5	5.8	89.2	1.2	-0.5	0.0	0.0
2090.5	5.1	91.2	1.1	-0.4	0.0	0.0
2091.5	4.4	90.3	0.5	-2.0	0.0	0.0
2092.5	3.9	93.1	-1.4	-1.2	0.0	0.0
2093.5	3.8	94.6	-0.2	-0.5	0.0	0.1
2094.5	4.9	90.8	0.2	0.0	157.7	40.7
2095.5	6.7	81.9	0.1	-0.2	171.3	126.9
2096.5	8.7	71.9	-0.4	-0.9	175.9	219.7
2097.5	10.7	58.7	-0.2	-0.5	189.0	300.3
2098.5	12.4	49.8	-0.5	-2.5	205.4	319.9
2099.5	13.8	47.7	0.2	-0.9	242.1	346.2
2100.5	15.0	40.6	0.3	-0.3	282.6	329.1
2101.5	15.7	40.6	2.6	-0.2	286.4	302.6
2102.5	15.9	40.5	1.2	0.3	215.5	286.7
2103.5	15.7	42.1	0.0	-1.3	179.7	230.6
2104.5	14.8	47.7	2.0	-1.1	117.3	138.4
2105.5	13.4	49.9	1.1	-0.6	54.6	53.6
2106.5	11.9	55.2	1.1	-0.6	0.0	0.5
2107.5	10.8	65.4	2.8	1.2	0.0	0.0
2108.5	9.8	66.9	2.0	1.7	0.0	0.0
2109.5	8.8	70.4	-0.7	2.0	0.0	0.0
2110.5	7.7	72.6	0.7	0.6	0.0	0.0
2111.5	6.7	80.4	1.6	0.6	0.0	0.0
2112.5	6.1	88.0	-3.7	-2.1	0.0	0.0
2113.5	5.5	87.9	-2.0	-2.4	0.0	0.0
2114.5	5.2	91.3	-3.4	-0.6	0.0	0.0
2115.5	4.8	90.8	-0.9	-5.5	0.0	0.0
2116.5	4.6	92.2	-2.9	-3.8	0.0	0.0
2117.5	4.6	93.7	-1.6	-2.0	0.0	0.2
2118.5	5.6	92.8	-0.9	-1.0	50.4	47.4
2119.5	7.3	83.3	0.5	-0.6	79.9	126.9
2120.5	8.9	75.2	0.1	-1.5	61.2	204.3
2121.5	10.5	61.4	-0.7	-0.2	85.1	261.1
2122.5	12.1	54.1	-0.1	0.0	110.9	319.5
2123.5	13.5	49.0	-1.0	-0.3	104.7	361.2
2124.5	14.6	46.9	0.2	-0.3	109.4	364.3
2125.5	15.3	44.2	0.2	0.1	105.8	336.3
2126.5	15.6	40.9	1.1	-0.5	149.1	277.2
2127.5	15.4	46.0	-4.3	-4.0	75.2	218.6
2128.5	14.6	49.2	-4.4	-3.9	53.4	136.5
2129.5	13.4	53.1	-4.9	-1.5	27.0	52.8
2130.5	12.1	55.1	-1.3	-2.2	0.0	0.6
2131.5	11.7	61.5	-1.6	0.7	0.0	0.0
2132.5	11.2	60.3	-3.4	0.6	0.0	0.0
2133.5	10.8	65.6	-4.2	-2.9	0.0	0.0
2134.5	10.3	67.9	-3.6	1.4	0.0	0.0
2135.5	9.9	65.0	-1.7	-1.2	0.0	0.0
2136.5	9.8	63.2	-1.3	0.7	0.0	0.0
2137.5	9.6	60.8	-0.6	0.5	0.0	0.0
2138.5	9.6	62.2	-0.3	0.3	0.0	0.0
2139.5	9.5	66.8	-0.2	0.3	0.0	0.0
2140.5	9.5	68.7	-0.3	0.2	0.0	0.0
2141.5	9.5	71.5	-0.7	0.5	0.0	0.3
2142.5	9.8	70.2	-0.7	2.2	0.0	15.0
2143.5	10.4	66.8	-0.8	0.1	0.0	47.9
2144.5	11.2	63.3	-0.8	0.4	0.0	91.4
2145.5	11.9	61.6	-0.9	1.0	0.0	113.5
2146.5	12.9	59.1	-0.3	0.1	1.3	186.3
2147.5	13.5	59.2	-0.6	0.2	2.7	178.6
2148.5	14.1	55.8	-0.3	0.2	3.0	181.0
2149.5	14.4	56.5	-1.7	-1.5	0.3	162.4
2150.5	14.5	55.7	-0.9	0.3	0.0	136.7
2151.5	14.4	69.9	-1.4	-2.2	0.0	111.3
2152.5	14.3	77.5	-0.8	-1.0	0.0	81.2
2153.5	13.9	67.6	-0.9	-1.5	0.0	24.5
2154.5	13.3	81.5	-2.1	-0.3	0.0	0.6
2155.5	12.6	81.5	-1.2	-0.9	0.0	0.0
2156.5	11.8	81.5	-0.8	-0.6	0.0	0.0
2157.5	11.1	81.6	-0.5	-0.7	0.0	0.0
2158.5	9.6	85.6	-0.8	-1.5	0.0	0.0
2159.5	9.0	81.6	1.5	-1.1	0.0	0.0
2160.5	7.3	86.1	0.8	-0.2	0.0	0.0
2161.5	7.0	86.1	0.9	-0.6	0.0	0.0
2162.5	6.1	82.7	0.8	-2.7	0.0	0.0
2163.5	5.4	82.3	-0.1	1.4	0.0	0.0
2164.5	5.0	84.3	0.6	-0.1	0.0	0.0
2165.5	5.0	88.5	0.7	-0.6	0.0	0.4
2166.5	5.1	89.8	0.8	0.2	0.0	20.5
2167.5	5.3	82.3	1.2	-0.2	0.0	66.6
2168.5	5.6	82.3	0.1	-0.1	0.0	112.4
2169.5	5.9	82.3	0.9	-0.1	0.0	142.1
2170.5	6.0	82.3	0.5	1.3	0.4	163.9
2171.5	6.1	82.3	-0.8	3.6	0.0	144.5
2172.5	6.2	82.3	6.5	3.3	3.0	187.7
2173.5	6.3	82.3	1.1	6.4	1.7	173.2
2174.5	6.3	70.3	-0.5	3.3	0.0	149.1
2175.5	6.2	82.3	-0.9	1.2	0.0	125.0
2176.5	6.0	68.3	-0.3	2.3	0.0	68.3
2177.5	5.7	69.6	0.7	2.7	0.0	31.8
2178.5	5.4	66.8	-0.3	1.8	0.0	0.7
2179.5	4.7	82.4	0.1	0.3	0.0	0.0
2180.5	4.1	82.4	-0.3	1.2	0.0	0.0
2181.5	3.5	82.4	-0.2	0.9	0.0	0.0
2182.5	2.8	82.5	-0.3	1.5	0.0	0.0
2183.5	1.8	89.0	-0.6	1.7	0.0	0.0
2184.5	2.0	89.7	-0.2	1.1	0.0	0.0
2185.5	1.9	90.6	-0.2	1.5	0.0	0.0
2186.5	1.8	86.3	-1.3	3.5	0.0	0.0
2187.5	1.7	86.3	-0.1	2.1	0.0	0.0
2188.5	1.7	86.3	-0.2	1.2	0.0	0.0
2189.5	1.7	86.3	-0.6	1.7	0.0	0.8
2190.5	2.9	86.3	-1.7	4.5	97.6	56.0
2191.5	4.6	82.4	-2.0	5.8	148.4	138.4
2192.5	6.3	82.3	-1.0	5.5	135.8	229.8
2193.5	7.9	60.8	-0.7	9.9	162.5	278.6
2194.5	9.4	43.6	-1.5	1.7	178.3	333.1
2195.5	10.8	35.2	-0.1	1.2	215.4	360.6
2196.5	11.8	32.4	0.5	2.3	167.5	381.3
2197.5	12.5	31.6	0.2	1.8	179.7	352.9
2198.5	12.8	29.1	0.3	2.6	170.5	297.6
2199.5	12.6	30.4	-0.1	2.1	125.0	236.1
2200.5	11.9	28.8	0.0	1.1	79.7	142.5
2201.5	10.8	32.0	-1.8	4.5	22.5	57.4
2202.5	9.6	33.9	-1.5	3.4	0.0	0.8
2203.5	8.6	43.7	0.5	1.7	0.0	0.0
2204.5	7.5	47.1	1.4	3.0	0.0	0.0
2205.5	6.5	50.1	1.7	2.6	0.0	0.0
2206.5	5.5	55.2	0.5	1.7	0.0	0.0
2207.5	4.4	54.5	0.0	1.2	0.0	0.0
2208.5	3.3	63.1	-0.9	1.5	0.0	0.0
2209.5	2.1	65.6	-0.2	0.7	0.0	0.0
2210.5	1.4	64.4	-0.1	2.3	0.0	0.0
2211.5	0.7	67.6	0.2	0.4	0.0	0.0
2212.5	0.2	68.8	0.1	0.2	0.0	0.0
2213.5	0.1	68.3	0.2	-0.3	0.0	1.0
2214.5	1.0	65.9	1.1	0.0	103.4	59.6
2215.5	2.3	61.6	0.3	0.0	145.0	150.8
2216.5	3.8	56.7	1.2	0.1	177.9	235.9
2217.5	5.2	49.8	0.2	0.5	288.9	258.3
2218.5	6.4	48.1	0.5	1.0	214.4	350.8
2219.5	7.4	46.8	0.2	0.8	222.9	362.5
2220.5	8.2	47.0	0.0	0.4	314.5	330.0
2221.5	8.6	47.1	-0.1	0.4	309.4	305.3
2222.5	8.7	46.3	0.2	0.9	223.1	282.8
2223.5	8.5	50.1	0.4	1.1	179.0	242.7
2224.5	7.8	57.7	0.0	0.6	155.4	158.6
2225.5	6.7	65.2	0.4	0.6	104.3	65.8
2226.5	5.5	74.0	0.0	0.0	0.0	0.9
2227.5	5.0	82.6	0.0	0.0	0.0	0.0
2228.5	4.5	86.2	0.0	0.0	0.0	0.0
2229.5	4.0	85.3	0.0	0.0	0.0	0.0
2230.5	3.5	86.0	0.0	0.0	0.0	0.0
2231.5	3.0	88.3	0.1	0.1	0.0	0.0
2232.5	3.2	83.9	0.0	0.1	0.0	0.0
2233.5	3.5	85.4	0.0	0.0	0.0	0.0
2234.5	3.7	82.8	0.0	0.2	0.0	0.0
2235.5	3.8	81.3	0.4	-0.1	0.0	0.0
2236.5	3.9	86.5	0.1	0.2	0.0	0.0
2237.5	4.0	97.6	0.0	0.2	0.0	1.2
2238.5	5.3	93.8	0.0	0.1	106.5	62.3
2239.5	7.3	83.4	0.0	0.7	144.3	153.8
2240.5	9.3	72.9	0.8	0.9	171.3	238.9
2241.5	11.2	58.2	0.7	-0.3	181.2	297.8
2242.5	12.8	51.9	0.2	0.1	175.9	354.9
2243.5	14.1	44.9	0.1	0.3	152.7	384.5
2244.5	15.1	45.8	0.0	1.5	160.9	369.3
2245.5	15.6	44.8	0.1	0.3	135.9	340.1
2246.5	15.8	43.1	0.0	0.4	162.9	288.6
2247.5	15.6	42.7	0.0	0.4	104.7	237.1
2248.5	15.0	42.6	-0.1	1.2	106.8	156.7
2249.5	13.9	43.6	0.7	0.5	71.4	65.6
2250.5	12.6	46.7	0.3	-0.1	0.0	1.1
2251.5	11.9	55.8	0.4	-0.3	0.0	0.0
2252.5	11.3	57.8	0.6	-0.5	0.0	0.0
2253.5	10.6	58.4	-4.1	-0.8	0.0	0.0
2254.5	10.0	60.1	1.9	-1.3	0.0	0.0
2255.5	9.3	61.6	2.8	0.1	0.0	0.0
2256.5	8.6	63.5	2.7	-3.2	0.0	0.0
2257.5	7.8	72.2	-1.7	0.9	0.0	0.0
2258.5	7.4	74.0	-4.2	0.3	0.0	0.0
2259.5	7.0	76.2	-2.6	1.7	0.0	0.0
2260.5	6.7	87.5	-0.9	-0.7	0.0	0.0
2261.5	6.7	84.9	0.6	-0.7	0.0	1.9
2262.5	8.6	75.4	1.2	-2.3	560.3	35.6
2263.5	11.2	67.3	-1.9	-0.1	794.4	45.6
2264.5	13.9	56.9	0.8	-0.3	906.8	50.7
2265.5	16.5	41.7	0.2	0.0	950.5	61.9
2266.5	18.8	36.7	-0.2	0.0	971.7	72.8
2267.5	20.7	29.7	-1.1	-0.2	970.4	79.5
2268.5	22.1	26.0	-0.2	0.1	972.6	79.6
2269.5	23.0	26.7	-0.2	0.1	968.5	73.2
2270.5	23.3	27.7	-0.1	0.1	951.7	62.5
2271.5	23.1	29.5	-0.3	0.5	903.2	51.1
2272.5	22.0	31.5	-2.9	2.3	797.7	45.8
2273.5	20.3	35.1	-1.8	0.6	589.4	35.5
2274.5	18.4	42.1	-1.7	0.3	0.0	2.9
2275.5	17.3	52.0	-1.9	1.3	0.0	0.0
2276.5	16.1	56.6	-1.6	1.7	0.0	0.0
2277.5	15.0	59.6	-2.1	1.8	0.0	0.0
2278.5	13.9	64.1	-1.4	1.0	0.0	0.0
2279.5	12.8	69.0	-0.5	1.0	0.0	0.0
2280.5	12.1	73.5	-1.1	0.9	0.0	0.0
2281.5	11.3	74.0	-0.6	0.0	0.0	0.0
2282.5	10.9	72.2	-0.5	0.1	0.0	0.0
2283.5	10.5	74.9	-0.6	1.0	0.0	0.0
2284.5	10.2	77.3	-0.3	0.2	0.0	0.0
2285.5	10.2	81.0	-0.9	-0.3	0.0	0.9
2286.5	11.0	76.7	-0.6	0.4	0.0	54.1
2287.5	12.0	74.0	-0.5	-0.4	17.3	134.9
2288.5	13.3	72.0	0.1	-0.3	31.8	218.4
2289.5	14.5	60.1	0.3	-0.3	84.0	279.6
2290.5	15.5	55.3	0.4	0.0	34.7	327.8
2291.5	16.4	55.2	0.8	0.0	40.8	364.6
2292.5	17.0	50.1	0.6	-0.7	76.3	354.2
2293.5	17.4	51.3	1.4	0.0	38.3	335.4
2294.5	17.6	48.6	-0.3	1.5	69.4	276.7
2295.5	17.4	51.6	0.7	0.5	26.9	216.0
2296.5	16.9	54.6	0.4	0.0	36.9	142.8
2297.5	16.1	58.1	0.1	0.0	25.3	61.6
2298.5	15.2	63.4	0.2	0.0	0.0	1.2
2299.5	14.4	68.2	0.1	-0.4	0.0	0.0
2300.5	13.7	72.8	1.4	-0.6	0.0	0.0
2301.5	12.9	82.7	3.3	-0.2	0.0	0.0
2302.5	12.1	89.1	1.8	-1.4	0.0	0.0
2303.5	11.4	88.6	1.8	-3.2	0.0	0.0
2304.5	10.9	92.0	1.6	-2.1	0.0	0.0
2305.5	10.4	95.0	-0.1	-1.8	0.0	0.0
2306.5	10.2	95.0	-0.5	-0.5	0.0	0.0
2307.5	10.0	93.3	-0.8	-0.1	0.0	0.0
2308.5	9.8	89.0	-0.3	-0.3	0.0	0.0
2309.5	9.9	86.0	0.3	-0.4	0.0	2.8
2310.5	10.9	82.1	1.2	-1.2	40.7	60.9
2311.5	11.9	73.2	3.7	-0.5	15.5	122.2
2312.5	14.0	65.1	2.1	-0.8	277.5	218.4
2313.5	16.3	53.2	3.1	-0.2	446.2	237.1
2314.5	18.9	46.9	1.4	-1.6	795.5	171.5
2315.5	21.5	39.1	-0.1	-1.4	857.6	250.2
2316.5	22.5	33.8	2.8	0.0	435.8	309.4
2317.5	23.0	32.0	-1.7	-2.2	387.0	306.1
2318.5	22.5	34.4	3.2	-5.7	79.5	273.9
2319.5	21.4	36.3	6.0	2.4	8.0	175.8
2320.5	20.3	37.3	0.2	-7.3	44.6	134.1
2321.5	19.3	43.2	4.4	0.7	213.4	65.9
2322.5	18.0	47.4	1.8	2.8	0.0	1.3
2323.5	17.2	54.9	1.1	3.5	0.0	0.0
2324.5	16.3	59.7	0.2	2.8	0.0	0.0
2325.5	15.5	61.2	-0.2	3.1	0.0	0.0
2326.5	14.6	59.6	-0.6	2.5	0.0	0.0
2327.5	13.8	64.4	0.7	2.0	0.0	0.0
2328.5	12.8	68.4	0.6	1.7	0.0	0.0
2329.5	11.8	71.7	-0.1	0.9	0.0	0.0
2330.5	11.2	72.1	-0.1	0.5	0.0	0.0
2331.5	10.7	77.9	-0.2	0.9	0.0	0.0
2332.5	10.3	80.5	0.2	0.8	0.0	0.0
2333.5	10.3	80.1	-1.1	2.4	0.0	3.0
2334.5	11.7	72.5	0.4	2.6	185.2	62.7
2335.5	13.4	66.7	-0.6	2.2	274.9	130.0
2336.5	15.2	60.3	-0.4	1.9	310.4	201.9
2337.5	16.9	53.3	-0.6	1.7	291.6	271.1
2338.5	18.3	46.9	-0.4	1.1	216.1	365.0
2339.5	19.5	42.3	-0.6	3.2	292.5	350.6
2340.5	20.4	37.9	-0.9	3.0	289.6	351.6
2341.5	21.0	38.0	0.3	4.5	291.6	323.9
2342.5	21.2	36.2	0.4	5.1	210.5	310.2
2343.5	21.0	36.8	1.0	2.4	183.8	253.9
2344.5	20.2	36.4	2.1	0.2	152.0	162.1
2345.5	19.1	38.8	-1.4	-0.6	130.9	65.7
2346.5	17.8	44.2	0.8	-0.7	0.0	1.4
2347.5	16.4	51.4	0.1	0.0	0.0	0.0
2348.5	15.0	54.5	0.1	0.0	0.0	0.0
2349.5	13.6	59.6	0.2	0.2	0.0	0.0
2350.5	12.2	65.3	0.4	0.2	0.0	0.0
2351.5	10.8	72.4	-0.8	-1.6	0.0	0.0
2352.5	9.7	75.1	-1.0	-0.4	0.0	0.0
2353.5	8.5	79.7	0.1	-0.1	0.0	0.0
2354.5	7.8	83.0	0.1	-0.1	0.0	0.0
2355.5	7.2	85.4	-1.8	0.0	0.0	0.0
2356.5	6.7	85.0	-0.5	-0.8	0.0	0.0
2357.5	6.8	87.0	-1.2	-0.2	0.0	4.1
2358.5	8.8	79.0	-1.4	-0.3	315.7	80.4
2359.5	11.2	67.6	-2.9	-1.7	760.2	49.7
2360.5	13.8	57.5	-1.4	1.8	865.9	56.3
2361.5	16.3	45.4	-4.6	3.2	909.8	69.2
2362.5	18.4	38.6	-3.8	3.0	931.6	81.0
2363.5	20.2	35.6	-3.6	4.9	931.3	90.6
2364.5	21.5	35.0	-4.2	1.7	929.7	91.2
2365.5	22.3	34.3	-6.5	2.4	923.9	83.3
2366.5	22.6	35.5	-5.3	3.0	912.9	68.9
2367.5	22.3	35.5	-4.2	0.3	870.1	56.0
2368.5	21.3	38.3	-1.0	-4.1	779.7	47.8
2369.5	19.6	46.4	-2.6	-4.4	333.8	82.4
2370.5	17.7	53.7	1.3	-1.9	0.0	4.9
2371.5	16.4	61.3	0.5	-0.1	0.0	0.0
2372.5	15.1	64.2	1.4	-0.9	0.0	0.0
2373.5	13.8	70.9	0.8	0.4	0.0	0.0
2374.5	12.5	75.2	0.4	-0.2	0.0	0.0
2375.5	11.3	80.6	0.5	-0.6	0.0	0.0
2376.5	10.5	77.6	-0.6	0.0	0.0	0.0
2377.5	9.7	85.4	0.9	0.2	0.0	0.0
2378.5	9.3	87.6	-1.0	-0.5	0.0	0.0
2379.5	8.9	91.3	-0.9	-0.3	0.0	0.0
2380.5	8.6	92.2	-0.7	-0.6	0.0	0.0
2381.5	8.7	95.0	0.7	-0.3	0.0	4.9
2382.5	10.8	82.4	-0.2	1.2	326.1	82.3
2383.5	13.3	73.9	0.2	0.3	775.4	48.5
2384.5	15.9	63.8	0.6	0.1	875.4	55.4
2385.5	18.4	49.6	0.2	0.4	911.8	69.5
2386.5	20.5	43.5	1.5	2.7	930.8	81.9
2387.5	22.3	39.0	-0.8	2.5	929.8	91.8
2388.5	23.6	36.9	-2.1	4.0	917.3	96.0
2389.5	24.4	35.1	0.3	7.3	886.5	96.3
2390.5	24.6	33.0	1.7	3.8	850.5	87.5
2391.5	24.3	32.7	2.3	-0.2	787.9	76.0
2392.5	23.3	34.0	2.7	1.9	672.2	65.3
2393.5	21.8	36.4	3.2	1.0	274.0	81.4
2394.5	20.0	43.1	9.8	1.5	0.0	2.9
2395.5	18.9	51.5	1.0	5.5	0.0	0.0
2396.5	17.8	59.0	-0.2	1.9	0.0	0.0
2397.5	16.7	60.3	-0.1	3.1	0.0	0.0
2398.5	15.6	61.0	0.3	2.6	0.0	0.0
2399.5	14.6	63.1	0.6	1.8	0.0	0.0
2400.5	13.7	63.6	0.4	0.8	0.0	0.0
2401.5	12.7	67.3	0.0	0.6	0.0	0.0
2402.5	12.3	70.8	0.0	0.1	0.0	0.0
2403.5	11.8	72.8	0.1	0.7	0.0	0.0
2404.5	11.5	74.8	0.0	0.4	0.0	0.0
2405.5	11.6	80.4	0.4	0.6	0.0	6.0
2406.5	13.4	71.9	0.5	-0.3	281.1	69.8
2407.5	15.5	65.3	-0.2	0.0	454.2	111.1
2408.5	17.6	63.3	-0.2	0.1	461.7	177.1
2409.5	19.6	47.3	0.0	-0.1	523.5	204.8
2410.5	21.2	42.6	-0.4	0.1	408.9	299.8
2411.5	22.7	37.8	-0.7	0.6	562.7	251.9
2412.5	23.8	36.5	-0.6	-1.3	515.4	268.7
2413.5	24.4	36.1	0.4	-0.2	382.4	307.4
2414.5	24.6	33.2	0.2	0.0	473.7	228.8
2415.5	24.3	33.0	0.1	0.0	318.6	205.7
2416.5	23.4	36.7	0.0	0.1	356.8	121.8
2417.5	22.1	38.6	0.2	0.0	188.0	73.0
2418.5	20.7	44.0	0.3	-0.1	0.0	1.8
2419.5	19.0	52.8	0.8	0.3	0.0	0.0
2420.5	17.4	60.1	0.9	-0.1	0.0	0.0
2421.5	15.7	66.3	0.2	-0.9	0.0	0.0
2422.5	14.1	71.2	0.5	0.8	0.0	0.0
2423.5	12.4	78.6	0.2	0.5	0.0	0.0
2424.5	11.0	88.0	0.4	-0.2	0.0	0.0
2425.5	9.4	94.5	0.5	-0.3	0.0	0.0
2426.5	8.5	91.4	2.6	1.7	0.0	0.0
2427.5	7.7	95.8	4.5	2.4	0.0	0.0
2428.5	7.1	100.0	2.7	0.6	0.0	0.0
2429.5	7.1	100.0	2.2	0.8	0.0	6.4
2430.5	9.2	85.3	5.0	-1.1	327.2	84.6
2431.5	11.4	74.7	1.3	-1.6	670.2	68.6
2432.5	13.7	65.9	3.7	-0.4	731.1	93.8
2433.5	15.8	52.0	5.6	2.4	779.3	115.1
2434.5	17.7	47.4	6.1	-0.6	788.1	139.5
2435.5	19.3	43.7	4.1	3.1	824.7	137.0
2436.5	20.5	43.2	5.6	-0.7	822.1	138.2
2437.5	21.2	41.9	4.0	3.9	820.9	124.6
2438.5	21.4	40.1	-4.9	-1.2	776.0	115.9
2439.5	21.0	39.3	5.5	-0.8	726.9	94.5
2440.5	20.0	41.7	2.0	1.1	644.1	73.4
2441.5	18.5	42.8	2.4	-0.9	307.9	83.6
2442.5	16.7	48.6	1.4	0.1	0.0	5.1
2443.5	15.4	62.8	-0.8	-0.8	0.0	0.0
2444.5	14.2	67.8	0.8	-0.3	0.0	0.0
2445.5	12.9	72.1	-0.2	-0.3	0.0	0.0
2446.5	11.6	72.9	-0.8	-0.3	0.0	0.0
2447.5	10.4	76.4	0.3	-0.3	0.0	0.0
2448.5	9.8	80.6	0.6	0.5	0.0	0.0
2449.5	9.3	84.8	0.6	-0.4	0.0	0.0
2450.5	9.0	80.9	-0.1	-0.2	0.0	0.0
2451.5	8.7	81.1	-0.5	-1.0	0.0	0.0
2452.5	8.5	79.3	-0.8	0.1	0.0	0.0
2453.5	8.6	74.3	-0.7	0.3	0.0	3.3
2454.5	9.7	73.4	-1.2	0.3	43.5	73.6
2455.5	11.3	66.1	-0.3	-0.4	76.7	165.7
2456.5	12.7	67.1	-0.6	-0.5	78.6	250.0
2457.5	13.8	78.4	0.2	0.0	76.8	294.4
2458.5	15.0	59.4	-0.2	-0.3	75.0	355.8
2459.5	15.9	53.1	0.1	0.2	86.5	360.3
2460.5	16.5	51.0	0.0	0.1	42.2	371.9
2461.5	16.8	49.0	0.2	0.1	34.6	343.2
2462.5	16.8	47.3	0.2	-1.9	22.2	268.9
2463.5	16.4	48.0	-0.8	0.2	9.4	194.4
2464.5	15.7	50.8	-1.0	0.7	0.0	120.2
2465.5	14.8	52.2	-0.5	-0.3	0.0	43.0
2466.5	13.9	52.3	-0.4	0.0	0.0	2.2
2467.5	12.9	57.3	0.9	-0.6	0.0	0.0
2468.5	11.9	58.5	1.7	-1.5	0.0	0.0
2469.5	10.9	64.5	5.2	2.2	0.0	0.0
2470.5	10.0	66.9	7.5	-4.8	0.0	0.0
2471.5	9.0	74.9	-13.5	5.3	0.0	0.0
2472.5	8.1	76.2	8.7	-4.7	0.0	0.0
2473.5	7.2	75.8	-7.6	-6.3	0.0	0.0
2474.5	6.7	77.6	-5.0	-11.3	0.0	0.0
2475.5	6.2	84.8	2.6	-4.4	0.0	0.0
2476.5	5.9	86.9	3.4	-2.4	0.0	0.0
2477.5	6.1	88.8	6.6	2.0	0.0	8.8
2478.5	8.1	79.9	1.3	1.9	244.9	86.6
2479.5	10.2	71.5	2.8	4.8	397.1	125.0
2480.5	12.0	66.3	-3.7	-4.2	311.5	214.5
2481.5	14.0	51.8	0.3	-4.5	383.1	259.9
2482.5	15.8	44.4	-3.0	-2.2	456.7	278.6
2483.5	17.3	40.3	1.1	-1.5	498.1	281.0
2484.5	18.6	36.2	-3.4	-1.5	575.2	253.0
2485.5	19.5	35.5	-2.6	2.1	634.6	208.0
2486.5	19.9	35.2	-2.8	-0.5	661.8	165.0
2487.5	19.8	34.1	0.6	-0.9	610.1	128.8
2488.5	19.0	34.7	2.0	0.6	550.7	97.6
2489.5	17.7	37.5	0.7	2.7	286.0	86.5
2490.5	16.0	43.3	0.5	2.3	0.0	11.7
2491.5	14.7	52.3	-1.1	4.1	0.0	0.0
2492.5	13.5	58.0	-1.8	3.8	0.0	0.0
2493.5	12.2	62.3	0.9	0.6	0.0	0.0
2494.5	10.9	68.1	0.6	1.3	0.0	0.0
2495.5	9.6	72.9	0.3	-2.3	0.0	0.0
2496.5	8.8	75.1	-1.0	-1.6	0.0	0.0
2497.5	7.8	78.2	0.7	-2.2	0.0	0.0
2498.5	7.3	78.0	0.1	-5.6	0.0	0.0
2499.5	6.8	81.7	3.3	-0.1	0.0	0.0
2500.5	6.5	82.9	7.3	-3.6	0.0	0.0
2501.5	6.6	85.9	3.9	-3.2	0.0	4.1
2502.5	7.9	82.9	0.2	-2.6	72.7	79.4
2503.5	9.1	74.6	1.9	-2.1	48.8	160.6
2504.5	10.8	69.2	3.2	0.9	125.8	262.2
2505.5	12.5	59.8	3.3	-3.1	215.8	311.0
2506.5	14.1	55.5	-8.0	-1.5	250.9	360.1
2507.5	15.4	50.4	-7.1	-2.6	257.9	365.9
2508.5	16.2	46.2	1.1	-4.7	203.2	374.5
2509.5	16.7	42.8	-1.2	-2.3	193.1	365.1
2510.5	16.7	43.8	3.1	-1.1	135.2	312.0
2511.5	16.3	42.4	7.4	-3.3	66.9	243.3
2512.5	15.4	49.3	5.9	5.5	24.8	156.4
2513.5	14.4	55.1	-1.9	4.4	72.5	76.4
2514.5	13.2	62.1	0.3	1.9	0.0	2.2
2515.5	12.3	69.7	0.2	1.9	0.0	0.0
2516.5	11.4	71.3	-0.1	1.2	0.0	0.0
2517.5	10.6	77.1	-0.4	0.6	0.0	0.0
2518.5	9.7	83.1	0.8	0.9	0.0	0.0
2519.5	8.8	85.4	0.3	0.6	0.0	0.0
2520.5	8.0	96.7	0.1	-0.1	0.0	0.0
2521.5	7.8	95.4	0.1	0.0	0.0	0.0
2522.5	7.5	97.5	0.3	0.0	0.0	0.0
2523.5	7.2	93.3	0.0	0.2	0.0	0.0
2524.5	6.9	96.1	0.3	-0.4	0.0	0.0
2525.5	7.1	98.1	-0.8	-0.5	0.0	4.7
2526.5	7.7	93.7	0.7	-1.0	0.0	36.4
2527.5	8.3	91.1	-0.2	-2.8	0.0	77.0
2528.5	8.3	87.7	1.5	-1.2	0.0	42.0
2529.5	9.3	84.2	-3.6	-0.9	9.5	185.8
2530.5	11.0	73.4	-1.8	-0.4	50.6	344.0
2531.5	12.2	67.0	0.0	0.0	30.9	356.7
2532.5	13.3	58.2	0.0	0.0	78.2	361.8
2533.5	14.0	52.5	-0.1	0.1	36.0	351.2
2534.5	14.4	52.4	-0.3	0.5	70.5	297.2
2535.5	14.7	54.5	-0.4	0.5	155.1	248.1
